row_number,review_selected,sentiment,sentimiento
1495,"Esta película es terrible, fue tan difícil creer que Katie se convirtió en un sincero adolescente con el poder de salvar a la gente china, la película no mostró ningún argumento convincente para demostrar que.Y el resto de la trama no hizo ningún esfuerzo para mostrarnos más que un sentido común barato ... la trama es ridícula y lo único que podemos extraer de ella es que demuestra lo arrogante que puede ser un humano.Katie debe haber heredado su arrogancia de su madre, el personaje más molesto que he visto durante mucho tiempo.La actuación y el paisaje estaban bien, pero la trama arruina todo, lleno de clichés baratos y escenas hipócritas, no espero volver a ver esta película en mi vida.¡Salta este!",negative,negativo
1496,Lo único en serio de esta película es el humor.Bien vale la pena el precio del alquiler.Apuesto a que lo voy a ver dos veces.Es obvio que Sutherland disfrutó de su papel.,positive,positivo
1497,"2005 was one of the best year for movies We had so many wonderful movies, like Batman Begins, Sin City, Corpse Bride, A History of ViolenceComing up we also got Brokeback Mountain, King KongBut if this year the only great movie that came out was Everything Is Illuminated, then we wouldn't miss all this year has brought The first movie as a director of the talented Liev Schreiber is a delightful, heart-warming, touching drama that also brings one of Elijah Wood's best roles He is perfect as Jonathan, a curious man that heads for Ukraine to find the woman who saved his Grandfather in World War II Liev Schreiber, who also writes the movie, conducts a masterpiece, with memorable scenes and (a lot of) funny quotes This here is a genuine mixture of Comedy with Drama, bringing a movie that will be commented years from now A serious Oscar contender, Everything is Illuminated is a powerful, original, and, why not say, illuminated movie But there's one thing you should remember while entering the movie: leave normal behind This is special------9/10",positive,positivo
1498,"According to John Ford's lyrically shot, fictional biopic of Abraham Lincoln's life his greatest faults may have been an obtuseness with woman and an ability to dance in ""the worst way"" Ford's camera has only praising views to reveal of Mr Lincoln's early life But for what the film lacks in character complexities it makes up for in beauty and depth of vision Uncharacteristically beautiful compositions of early film, what could have been a series of gorgeous still frames, Ford has a unique eye for telling a story The film sings of the life of a hopeful young man Henry Fonda plays the contemplative and spontaneously clever Lincoln to a tee, one of his best rolesThe film concerns two young men, brothers, on trial for a murder that both claim to have committed In classic angry mob style, the town decides to take justice into their own hands and lynch the pair of them, until honest Abe steps into the fray He charms them with his humor, telling them not to rob him of his first big case, and that they are as good as lynched with him as the boys lawyer What follows seems to become the outline for all courtroom- murder-dramas thereafter, as Abe cunningly interrogates witnesses to the delight and humor of the judge, jury and town before he stumbles upon the missing linksThe film plays out like many John Ford movies do: a tablespoon of Americana, a dash of moderate predictability, a hint of sarcasm that you aren't sure if you put in the recipe or if Ford did it himself Despite the overtly 'Hollywood' feel of the film, and overly patriotic banter alluding to Lincoln's future presidency, the film is entirely enjoyable and enjoyably well constructed, if you can take your drama with a grain of salt",positive,positivo
1499,"Donde empezar ... Si esta película hubiera sido una comedia oscura, diría que era Fannn-Tastic!Desafortunadamente para mí, y cualquier otra persona con tiempo libre y un dólar de sobra (la mente, ese fue el precio que pagué, lo tengo de Wal-Mart), esta película estaba destinada a ser un thriller.La única emoción que conseguí estaba viendo la pésima interpretación de Kirkland de Anne Wilkes de la Miseria Sans Snowy Woodland Area.Si quieres una buena risa, en una noche de viernes lluviosa con algunos amigos, entonces recomiendo esta película.Pero si quieres ver algo al menos a la mitad, decente, entonces ni siquiera molestes. Para uno disfrutar de películas de mierda, peor, mejor en la mayoría de los casos.Pero wow ... yo quise decir wow !!La única persona en toda la película que no lo apestaba era el niño, jugado por Vincent Berry.La única razón por la que incluso le doy 3 estrellas es porque me dio algo que hacer.",negative,negativo
1500,"Oh dear god. This was horrible. There is bad, then there was this. This movie makes no sense at all. It runs all over the map and isn't clear about what its saying at all. The music seemed like it was trying to be like Batman. The fact that 'Edison' isn't a real city, takes away. Since I live in Vancouver, watching this movie and recognizing all these places made it unbearable. Why didn't they make it a real city? The only writing that was decent was'Tilman' in which John Heard did a fantastic job. He was the only actor who played his role realistically and not over the top and campy. It was actually a shame to see John Heard play such a great bad guy with a lot of screen time, and the movie be a washout. Too bad. Hopefully someone important will see it, and at least give John Heard credit where credit is due, and hire him as lead bad guy again, which is where he should be. on the A List.",negative,negativo
1501,"Yes, bad acting isn't only one thing to mention Bad script,not so bad music UnfortunatelyNice girl and nice boy with perfect bodies and super teeth just isn't enough for me and for you tooFirst thing in the morning after crash they go to swim to the sea, to have some fun !!! Smiling They find everything in the sea I mean things like fishing-net, knife, scuba dive things, ropes, bottles, husband Woodoo stuff , are you kidding Stupid They are so happy on the island, they are going to die, and they are happy Love, peace Love Just stupidTerrible, skip this one please",negative,negativo
1502,"No creo que muchas películas (especialmente las comedias) hayan agregado un diálogo memorable, cotizable como lunarlos. No lo ilustraré: puede ver una lista notablemente larga de citas en este hilo, pero cualquier película que pueda hacer sujetos como la defensa de usar tuberías de cobre costoso en lugar de latón para fines de plomería en un diálogo memorable es asombroso para mí. No es la única línea que aparece y hace una huella en nuestra memoria. ¿Qué tal un camarero de restaurante que lamenta una propuesta de matrimonio planificada porque significará la pérdida de un antiguo cliente de licenciatura? ¿O un perro elegante agradable y anciano alentando a su paquete a aullido en la luna? O Perry (John Mahoney's) Descripción de la promesa juvenil de una joven estudiante como ""Moonlight in A Martini"" (mi línea favorita) .moonstruck es un ejemplo maravilloso de guión brillante, la dirección de primera tarifa, y un buen conjunto conjuntivo que se ajusta perfectamente. Hay otros ejemplos (el drama, el incidente del Bow-Bow es otro ejemplo, pero una grimna). Cher, Olympia Dukakis, Vincent Gardenia, Nicholas Cage, John Mahoney y Danny Aiello están involucrados en parcelas y propósitos cruzados que examinan la naturaleza del amor, y cómo manejarlo. ¿Es algo bueno estar totalmente enamorado? Cher y la jaula, al final, parecen pensarlo, pero Dukakis sabe que el amor real impulsa a la locura individual (y la jaula tiene un brillo de la realización de esto, cuando él y Cher discuten fuera de su casa después de que regresan de la ópera la. Boheme). Es la infidelidad de los hombres una forma de evitar los pensamientos de la muerte. Dukakis cree así, y (curiosamente, aunque no está totalmente convencido) Aiello. La oportunidad revela la infidelidad: Dukakis se da cuenta temprano que el comportamiento extraño de Gardenia está vinculado a la infidelidad, y Cher literalmente tropieza con Gardenia y su novia en la ópera (pero Gardenia también se tropieza con la infidelidad similar de Cher). Pero la posibilidad de que también cause malentendidos: Fyodor Chaliapin tropezó con Dukakis caminando con John Mahoney y piensa que está teniendo un asunto. También hay pequeños momentos en la película. La observación de Cher sobre las flores que conducen a recibir una. Su escucha del argumento en la tienda de licores y su resolución. Pero lo mejor es la secuencia de Louis Guss y Julie Bovasso como el tío y la tía Raymond de Cher, y el encantador y amable de Rita Cappomaggi y Rita, a Raymond sobre el efecto de la luz de la luna en él. Es el momento más dulce de toda la película. Está cerca de una película impecable. Después de verlo durante una docena de veces en hasta muchos años, solo puedo encontrar dos puntos que no parecen tan suaves como deberían ser. Cuando Cher está en la panadería de Cage, su asistente Chrissy (Nada Despotovich) menciona cómo está enamorada en secreto de la jaula, pero ha tenido miedo de decirle. Anteriormente, ella estaba ligeramente franqueza hacia Cher, quien la puso en su lugar rápidamente. Sin embargo, nada parece hecho con esta potencial rivalidad. Al mismo tiempo, el hecho de que Cher se olvida de depositar su tío y las ganancias de los negocios diarios de su tía se traen momentáneamente en los siete minutos de la película, pero justo como se cayó rápidamente. ¿Se suponía que había algunas líneas de trama que fueron caídas, además de una sobre Cher y Vincent Gardenia trabajando en un refugio de un hombre sin hogar como penitencia? Es una pequeña molestia, pero creo que se basa en un deseo de ver más de esta película porque es muy bueno.",positive,positivo
1503,"One has to wonder if at any point in the production of this film ascript existed that made any sense. Was the rough cut 3 hourslong and was it trimmed into the incoherent mess that survives? Why would anyone finance this mess? I will say that TomWlaschiha is a good looking young man and he does what he canwith the dialogue and dramatic (?) situations he is given. Butcharacters come and go for no apparent reason, continuity isnon-existent, and the acting, cinematography, and direction are (toput it politely) amateurish. Not One Sleeps is an unfortunatechoice of title as it will probably prove untrue should anyoneactually attempt to actually watch this film.",negative,negativo
1504,"Esta vez, Blackadder ya no es real (o incluso particularmente cerca de ser tal cosa) ... en cambio, más bien, un mayordomo al Príncipe Regente, retratado por Hugh Laurie (quien reemplaza a Tim Mcinnenny, que la presencia se pierde mucho, y Ese agujero nunca se llena ... su personaje tenía un encanto inocente ... Mientras era un imbécil y un imbécil, no podemos evitarles, sino que lo cuidamos, lo que no es verdadero de su reemplazo) por ser de manera intolerable. DAFT (que aparentemente fue, según la página de la trivia), por no mencionar la boca alta y absolutamente no amenazadora. Edmund ahora puede hacer casi lo que quiere, y lo hace. ¿Por qué está tan frustrado y enojado (honestamente, se deprime a veces)? Sí, su maestro es un bufón, siempre son. Él no parece carecer de dinero, ni está en peligro. En la segunda serie, la reina era maliciosa e infantil, y cortaría la cabeza de alguien, o se casaría con ellos, a un capricho. Aquí simplemente nunca hay suficiente en juego para que ninguno de los conflictos sea emocionante e interesante. Todavía hay comentarios e incluso un poco de sátira. Con demasiada frecuencia, parece que pensó que la historia era lo suficientemente divertida por sí misma, por lo que simplemente lo reafirmaron, sin molestarse en realmente convertir los hechos en chistes o gags. Y no puedo decirte cuántos de ellos me di cuenta antes de que terminaran, literalmente más de un minuto de distancia. Por lo general, no es positivo cuando conoce la línea de punch antes de su entrega. Baldrick no cambia de la temporada pasada ... aún es bastante patético y estúpido, lo que lleva al humor ""tonto"". Francamente, la cantidad pasa por el techo. No me hagas empezar en las cosas gruesas. El ingenio sarcástico y verbal aún puede ser genial, aunque mucho menos es que antes. Yo diría que la mitad de los episodios eran bastante divertidos y francamente divertidos, mientras que los otros tres no me metían en absoluto. Me decepcionó cómo eran predecibles algunas de las parcelas y los desarrollos de los mismos, podía ver a muchos de los que vienen a una milla. Algunos de los materiales intentan ser demasiado difíciles de ser graciosos y los vientos que se encuentran increíblemente forzados. Esto continúa con la tradición iniciada por ""II"" de dejar que los planes funcionen ocasionalmente. El tema es el peor del grupo, los créditos secuencias lo menos creativo. En general, esto es, de lejos, mi menor favorito de los cuatro. Lo recomiendo a los fanáticos de la franquicia y de la comedia británica en general. 7/10",positive,positivo
1505,"Una cine horrible B en el mejor de los casos con la calidad de video similar a Dead Live. Desafío a cualquiera que sea un ""alienígena (James Cameron 1986)"" Fan de la película para contar cuántas veces o en las dos líneas o casi todas las secuencias fueron arrancadas de las dos primeras películas alienígenas para hacer de esta pieza clásica de basura. Miembros, como R. Lee Ermey y Ray Wise fueron los únicos dos actores con cualquier talento y el plomo ""Jack Scalia"" fue realmente absolutamente horrible. Creo que lo echaron por su enorme barbilla de hendidura. También me molesté con los estereotipos del único hombre negro en el set John Toles-Bey, que debe mirar esta película y simplemente preguntarse. Míralos en algún momento, ya que ha hecho muchas películas interesantes. Pero en esta película: El guión, como dije anteriormente, fue una estafa de alienígenas ajustados y se convirtió en un ""thriller"" submarino. Incluía tales líneas como ""Tengo un mal sentimiento sobre esto"" y ""Matándome"", ya que un miembro de la tripulación está infectado por uno de los mutantes y su vientre comienza a hacer el ""alienígeno"" justo antes de que salga de su estómago. También hay una estafa del clásico ""¡Consigue algunos!"" a través de Bill Paxton. También tenemos un grupo de gruñidos de la marina corriendo a través de cuevas con crawers espeluznantes saliendo de las paredes. Incluso las explosiones de las criaturas mutadas son muy similares a los estallidos de alienígenas a medida que cobran marines en la película ""alienígenas"". Y el kicker es que algunos de los mutantes escupen ácido (a diferencia de tener ácido para la sangre). Hay muchos más ejemplos importantes. Entonces, si desea ver este script hecho bien, observe los dos primeros clásicos alienígenas y alienígenas (con Sigourney Weaver). Tendrás un momento más agradable. La trama podría haber sido interesante y hecha mejor si no para confundir secuencias en el inicio de la película y en general la edición deficiente. Las tomas de la cámara eran bastante aburridas y honestamente, no era muy difícil dejar de verlo y caminar por la habitación para obtener un refrigerio o revisar un correo electrónico. Muchas de las interacciones entre los personajes hicieron poco o nada de sentido y no se fueron a ninguna parte más a menudo que no. Toda la estructura de comando entre la tripulación y el capitán. Estaba mal hecho. Ni siquiera estoy seguro de si hay capitanes en los militares que tienen control total sobre los subs. En general, esto solo demuestra que había poca investigación para la información de fondo para que la película pareciera al menos un poco respetable y hay muchos otros ejemplos similares (como la profundidad de buceo, etc.). Si te gustan las películas horribles o eres un gran fan. De alienígenas y extraterrestres y quieren algo para reírse y sacudir la cabeza en la que esta película puede ser para usted. En cuanto a mí, este está regresando al estante ... permanentemente.",negative,negativo
1506,"Now this is what I'd call a good horror. With occult/supernatural undertones, this nice low-budget French movie caught my attention from the very first scene. This proves you don't need wild FX or lots of gore to make an effective horror movie.The plot revolves around 4 cellmates in a prison, and each of these characters (and their motives) become gradually more interesting, as the movie builds up tension to the finale. Most of the action we see through the eyes of Carrere, who has just entered prison and has to get used to living with these 3 other inmates.I won't say much because this movie really deserves to be more widely seen. There a few flaws though: the FX are not that good, but they're used effectively; the plot leaves some mysteries open; and things get very confusing towards the end, but Malefique redeems itself by the time it's over.I thought his was a very good movie, 8/10",positive,positivo
1507,"This is a voice of a person, who just finished watching the second season of Rome, almost at one go, and grabbed the opportunity to see ""what happened next"" - this film conveniently takes off where Rome ends. If you find Rome an abomination, a foul mouthed screw-fest of little historical accuracy, then you might enjoy Imperium: Augustus. But, if you feel Rome is a good thing, if you enjoy the complicated intrigue, the ambiance of decadence and the work of the actors, then Imperium will obviously appear to you as an overly timid, superfluous and tedious soap opera with not many redeeming factors.There are some actors who for my taste look somewhat better than these in Rome. I especially disliked Rome's image of Cleopatra as a drug-soaked sex addict. There must have been a great deal of strength and dignity in that woman, and the actress in Imperium suits the part much better. O'Toole and Rampling are good, and so are some others. But then... If you have come to know - and love - Atia as the super cool bitch, you'll find the depiction of her in Imperium - as a tear-jerking mother goose in an apron - absolutely ridiculous. There are supposed to be some bitchy characters in Imperium, but these actresses rely heavily upon staring at the men and nothing much more. You'll find no interesting female characters in this epic. There's also the painfully comic Maecenas, whom we see as a screeching drag queen, even though there is little historical evidence that he was such (he's once referred to as ""being effeminate in his pleasures"" in the annals).The interiors are rather meager and rely on clichés upon clichés. Cleopatra's big hall looks like something out of a computer game or a children's play room in an Egyptian theme park. There's a looooooooot of really poor 3D graphics, not up to 2003 standards.The action is presented as a series of flashbacks the aged Augustus is reliving. So we get a quick look at some historical events, some of which are presented well, whereas some are not. An disproportional amount of time is wasted to show Livia as the ""eternal flame"" of Augustus. This affair doesn't sizzle for even a moment, the dialog is superlame and everything is seasoned with tacky tear-inducing musical score. Whatever amount of reality the show aims to capture, every last shred of it is destroyed by the dry synchronized dubbing (most of the actors are non English speakers).Everything is lukewarm in this epic. True, there are more historical accuracies than in Rome, but dramatically speaking, it's plain boring. The characters lack depth and the dialog sharpness. Camera-work is often reduced to static shots, and lighting offers nothing to please your eye.There's really no-one to love and no-one to hate in Imperium. Regardless of whether you liked or disliked Rome, there are much better films and miniseries around. Ancient Rome: The Rise and Fall of an Empire would be one thing I recommend.",negative,negativo
1508,"This review is dedicated to the late Keith Moon and John Entwistle.The Original Drum and Bass.There seems to be very little early Who footage around these days, if there is more then lets be 'aving it, now-a-days it tends to be of a very different kind of Who altogether, a parody, a shadow of their (much) better years. To be fair, not one of them has to prove anything to anyone anymore, they've earned their respect and with overtime.This concert footage for me is one of their best. To command an audience of around a 400,000 plus strong crowed takes skill, charisma, wit and a whole lot of bloody good music.We all know of the other acts on the bill, The Doors (their last ever show weeks before Jim Morrison died), Moody Blues, Hendrix, Taste, Free and many more. The point being that whoever were there it was The Who that the majority had come to see. This show was one year after the Great Hippie Fest of the 1960's; Woodstock. The film and record had come out and so had The Who's greatest work to date, Tommy. The ever hungry crowd wanted a taste, to be able to experience their own unique event, to be able to ""Grove and Love"" in the knowledge that this gig was their own. To do this you needed the best of what Rock 'n Roll had to throw at the hungrily baited crowd.At two 'o clock in the morning in late August 1970 the M.C. announces, ""Ladies and Gentlemen, a small Rock 'n Roll band from Shepherds Bush London, the 'OO"".John Entwistle's body suit is of black leather, on the front is the out line of a human skeleton from neck to toe, Roger dressed in his traditional stage outfit of long tassel's and long flowing hair, Keith in a white t-shirt and jeans, as Pete had his white boiler suit and Doc Martins that he'd preferred to wear.The Who never stopped their onslaught of High Energy Rock for over two hours, performing theirs and other artists' greatest tracks such as Young Man Blues, Shaking' all Over, and then as on queue, Keith baiting the crowed to ""Shut up, it's a bleeding Opera"" with Tommy, the Rock Opera. The crowed went wild. This is what they had come to hear, and the Who didn't disappoint, straight into Overture and never coming up for air until the final note of ""Tommy can you Hear me?"" Amazing.To capture a show of this magnitude of a band of this stature at their peak at a Festival that was to be the last of its kind anywhere in the World was a fantastic piece of Cinematic History.The English DVD only comes in a soundtrack of English/Linear PCM Stereo, were as in the States, I think, you can get it with 5.1 at least, ""Check local press for details"" on that, okay.The duration of the DVD is 85 minutes with no extras, which is a disappointment. Yes, for a slice of Rock and Festival History this DVD would send you in a nostalgia trip down memory lane the moment you press play, for some of the best Who concert footage as it was meant to be, Live, Raw and in your Face!I would have given this DVD ten if it wasn't for the lack of 5.1, and some extras would have been nice.Thanks Roger, Pete, John and Keith.",positive,positivo
1509,"Esta película tiene algunas partes bonitas de Gorey como una tinta que se apaga y otras grandes muerde. El castillo se asusta a sí mismo es un buen monstruo. Me asustaría pedazos si él viniera después de mí. Sin embargo, la película tuvo algunas partes tontas al respecto. El esposo se emborracha conduciendo y mata a su hijo de 3 años y ciega a su hija adolescente. Supongo que la muerte es un daño mayor que la ceguera, pero nunca sabrías que los padres realmente se sienten mal por haber sido ciegos. ¡Todo lo que les importa es que ""J.J. está muerto!"" Mientras su hija adolescente camina corriendo hacia las cosas y hablando de cómo nunca podrá conducir un automóvil. Los padres son como: ""Cariño, deja de caminar sin un guía, ya sabes mejor que eso"", y luego lloran y nunca dejan de estar deprimidos porque JJ está muerto. Suena como favorestismo. Las líneas de diálogo no son muy realistas o bien hechas. Por ejemplo, cuando se escucha un choque gigante en el castillo, todos corren hacia el sótano para ver qué era. Era un enorme espejo que se estrelló contra el suelo y se rompió. El marido corre hacia el espejo roto de horror y, dice claramente, ""el espejo se rompió"". No lo sé, diría un poco más que eso, si un espejo gigante se estrelló misteriosamente al suelo en mi castillo. El esposo y la esposa tienen algunos problemas importantes de relaciones y es gracioso ver cuán tontos están entre sí. Nadie cree alguna vez a la chica ciega. Consejo: Si una chica ciega dice que oye cosas, la cree y no le dices que se calleara. Creo que esta es la moraleja de la historia. Escuche a las personas cuando le dicen cosas o, de lo contrario, podrías terminar matándome para demostrar su punto. Por último, pensé que el mejor personaje era el principal oficial de policía. Fue el mejor actor y carácter. Todos los demás (además de Castle Freak) fue bastante corrida del molino. 3/10",negative,negativo
1510,"Desde la primera escena, estaba realmente emocionado. ""¡Puedo decir que esto va a ser increíble!"" Pensé. La actuación era tan buena, sentí que si fuera al alero, cayendo a la vida de estos pueblos. La música también fue exquisitamente inquietante. La trama comenzó con un evento repentino y luego se desvió hacia adelante (uno podría sentir) hacia algún destino irrevocable. La construcción fue lenta, pero personalmente amo ese tipo de cosas, siempre y cuando la tensión tranquila permanezca en camino y no se descarriló antes de que esté listo para pagar. Así que todo va bien, y luego comienzan los fuegos artificiales, y antes de que Sé que los créditos están rodando. ""¡¡¡¿QUÉ?!!!"" Era todo lo que yo y mi compañero de la noche de cine podía decir. Si entiendes las intenciones del director, el final del Director tiene sentido (para aquellos de ustedes que ya han visto la película, revise la entrevista muy fascinante e hilarante con Larry Fessenden en Filmcritic.com, pero no puedo dejar de decirlo. No se retiró bastante bien. Esto probablemente podría haberse resuelto con tan poco como diez minutos más de material antes del clímax. En cualquier caso, es muy malo. Esos diez minutos podrían haber hecho toda la diferencia en el mundo. (Pero para aquellos de ustedes que no escriben o hacen películas, debe saber que la elaboración de un arco de historia con el tiempo adecuado es un gran dolor en el trasero, ¡y ciertamente no estoy haciendo esta crítica de ningún tipo de pedestal!) Wendigo me siente como una obra maestra que se abandonó antes de que terminó. Pero heno, me llevaría una obra maestra irmeada cualquier día en un pedazo de perros excesivamente compensado con demasiados efectos digitales (como la mayoría de las películas de terror en estos días) .one otro comentario. Algunas de las escenas de monstruos me dejaron confundidas en cuanto a si debo tener miedo o reírme. No sé cómo explicarlo, pero hubo una sensación distintivamente de Monty Python sobre este monstruo en sus formas ""monstruos"" más claras. Aunque esto puede parecer una crítica terrible por una película de terror, no lo sé, todavía funcionó para mí de alguna manera torcida. ¡Nunca volveré a mirar los ciervos de los ciervos de la misma manera! :)",positive,positivo
1511,"What if a platoon of G.I.'s from the Japanese army were to be send back in time 400 years right in the middle of the feudal wars that led to the formation of the Tokugawa Shogunate? Great pitch right? The movie does exactly what it says on the tin.Thankfully the writers didn't bother to explain the, usually ridiculous in sci-fi movies, scientific mumbo jumbo of time transport. No how's or why's. They just did. However the time transport sequence itself is trippy as hell and quite beautiful, if not a bit dated. Not as silly as one would imagine.The rest of the movie follows the premise to a T. But while it loses a bit of steam with the various subplots that follow the G.I.s arrival to medieval Japan, it picks up with a devastating battle sequence. Undoubtedly it's the main order of the day. The whole concept and by extension the movie itself, was probably originated from this simple pitch: what if G.I.'s equipped with the latest in modern warfare were to fight samurais? And boy does it deliver.The main battle sequence that spans more than half an hour is probably one of THE best of its kind in 70's action/war movies. Not only is it relentless and exhausting in pace and length, it's also a terrific mish-mash of styles and techniques that only unique premises like G.I. Samurai can deliver. I mean, where else would you get the chance to feature tanks, ninjas complete with shuriikens, a helicopter and samurais in the same shot? The G.I. platoon led by lieutenant Iba tears literally through hundreds of extras, gunning them down with machine guns, mortars, grenades and tanks.This mish-mash of styles is with one foot firmly rooted in the sprawling jidai-geki epic of Kurosawa's Kagemusha or Hiroshi Inagaki's Samurai Banners, while the other is in western action and war movies. There are stylistic touches (like the wonderful slow-motion shots and bloody violence) that bring Sam Peckinpah or Enzo G. Castellari circa Keoma to mind. Japanese cinema has always been influenced by westerns and other Hollywood works and vice versa, and G.I. Samurai effortlessly turns this east-meets-west melting pot into an exciting film.The film-makers thankfully take the whole thing seriously and the movie benefits immensely from it. Not that tongue-in-cheek mentality is completely absent, it's just that it doesn't try to pander to so-bad-it's-good audiences that enjoy laughing at their movies. The budget was probably hefty, as it is evident in the hundreds of extras, elaborate costumes (very decent for a production that is not a traditional jidai-geki) and special effects. The camera-work and editing are all top notch, almost better than a movie with no higher artistic ambitions deserves.It's not withouts its flaws either of course. There are many ""song"" scenes, where all sorts of 70's Japanese rock, disco and country songs play over montages (there's a bonding scene, a love-interest scene, a ""war is hell"" scene etc). The songs themselves are pretty lame and corny and detract from the whole thing. Although it clocks at a whooping 140 minutes, it flies like a bullet for the most part. Still some scenes, flashbacks and subplots in the first half could have been clipped for a tighter effect.The cast also deserves a mention, featuring such prominent names as Sonny Chiba, Isao Natsuyagi (Goyokin, Samurai Wolf), Tsunehiko Watase (The Yakuza Papers) and Hiroyuki Sanada, all of them hitting the right notes.",positive,positivo
1512,"Manipulative drama about a glamorous model (Margaux Hemingway) who is raped by a geeky but unbalanced musician (Chris Sarandon) – to whom she had been introduced by her younger sister (played by real-life sibling Mariel), whose music teacher he is. While the central courtroom action holds the attention – thanks largely to a commanding performance by Anne Bancroft as Hemingway’s lawyer – the film is too often merely glossy, but also dramatically unconvincing: the jury ostensibly takes the musician’s side because a) the girl invited assault due to the sensuous nature of her profession and b) she was offering no resistance to her presumed aggressor when her sister arrived at the apartment and inadvertently saw the couple in bed together. What the f***?!; she was clearly tied up – what resistance could she realistically offer? The second half of the film – involving Sarandon’s rape of the sister, which curiously anticipates IRREVERSIBLE (2002) by occurring in a tunnel – is rather contrived: Mariel’s character should have known better than to trust Sarandon after what he did to her sister, but Margaux herself foolishly reprises the line of work which had indirectly led to her humiliating experience almost immediately! The climax – in which Sarandon gets his just desserts, with Margaux turning suddenly into a fearless and resourceful vigilante – is, however, a crowd-pleaser in the style of DEATH WISH (1974); incidentally, ubiquitous Italian movie mogul Dino De Laurentiis was behind both films.It’s worth noting how the two Hemingway sisters’ lives took wildly different turns (this was the film debut of both): Margaux’s career never took off (despite her undeniable good looks and commendable participation here) – while Mariel would soon receive an Oscar nomination for Woody Allen’s MANHATTAN (1979) and, interestingly, would herself play a glamorous victim of raging violence when essaying the role of real-life “Playboy” centerfold Dorothy Stratten in Bob Fosse’s STAR 80 (1983). With the added pressure of a couple of failed marriages, Margaux took refuge in alcohol and would eventually die of a drug overdose in 1996; chillingly, the Hemingway family had a history of suicides – notably the sisters’ grandfather, celebrated author Ernest, who died of a self-inflicted gunshot wound in 1961.",negative,negativo
1513,"Esta obra maestra totalmente ignorada se trata de que los monases se sienten conscientes de que son personajes ficticios en una película (cabeza), y que todo lo que hacen o que dicen ya se habían escrito en un guión (invisible) que parecen estar siguiendo. La cabeza fue escrita por Jack Nicholson, Rafelson y Peter Tork durante un viaje LSD de tres días en una suite en un hotel caro Hollywood. Los otros tres monos solo actuaron en él. Luchan, todo esto, pueden hacer las cosas que no están en el guión. Ellos flub deliberadamente, sus líneas, salen de los conjuntos, desgarran el paisaje, golpean a otros actores sin motivo; Y, en última instancia, se suicida saltando de un puente. Por ejemplo, en los rápidos destellos de una escena del partido psicodélicos, si observa el marco por marco, puede ver a Rafelson sentado junto a la cámara y cameraman, disparando deliberadamente en un espejo. Él está revelando que el partido es realmente falso y se está disparando en un estudio con actores que repentinamente abandonan el carácter y se alejan en medio de una conversación cuando el director grita ""¡Corte!"", Sin embargo, los monases nunca abandonan. Carácter porque esos personajes también son quienes realmente son. Eso termina siendo el núcleo de la Revelación que pronto vendrá. En cada paso, se dan cuenta de que sus acciones cada vez más extrañas eran exactamente lo que se suponía que debían hacer en la película con guión en la que no pueden escapar. Tú dices que se volvieron locos y ¿Caminó por el cielo (que resulta pintado en papel y colgó del techo como fondo del conjunto)? ¡No hay problema! ¡Oye, oye, son los monos, y esos chicos wacky simplemente siguen los monos! Al final, incluso sus muertes no les liberó. Así fue como se suponía que la película terminara, y sus cuerpos inmóviles, anegados, se pescan del río, colocados en otra caja y se apilan en un almacén de estudio de película hasta que los personajes se necesitan nuevamente para otra producción de estudio. Esto se hace todo Cuanto más conmovedores por el hecho de que los monases realmente son personajes ficticios que se obligaron al mundo real. Lo hicieron a través del poder de su música. Regularmente, cerca del final, Peter Tork tiene lo que él acertadamente ve como una revelación enormemente profunda que resuelve su problema, pero desafortunadamente, nadie escucha. Peter se da cuenta: ""No importa si estamos en la caja (la película)"". Él quiere decir que no importa si la voluntad es libre o ilusoria, y que ""lo único importante es que solo deje que ocurra el momento presente ... debe simplemente dejar que"" ahora ""suceda, como sucede"" , sin analizar o evaluar o juzgar si la experiencia es ""válida"" por alguna definición abstracta. Cuando ni siquiera puedes decir la diferencia, será libre o no, no importa para averiguar si usted es el ""real ""Usted es solo una pérdida de tiempo sin sentido. Voy a ver esta película en un momento muy importante en mi vida. Estaba tratando de averiguar cómo escapar de ser solo ""esa Geek, espeluznante niña nerd"" pensándola intensamente en lugar de divertirse (es decir, sexo) como todos los demás. Pero la revelación en la cabeza se rompió la trampa recursiva auto-impuesta y me ayudó más de lo que Rafelson o Nicholson o Tork lo sabrán jamás. Para décadas, he visto ""cabeza"" y deseé que pudiera agradecer a Pete. ¡Esto es una buena película? Uhh , ¿Qué tal, como ... ====",positive,positivo
1514,"Pensé que la película era un mal documental.No se discutió nada de la sustancia.Parecía apagar las ideas y no proporcionaba nada nuevo.La película carecía de maravilla o romance o cualquier cosa que realmente conduciría uno a la ciencia.La mayoría de los científicos parecían ""estereotipados"" y, a veces, raro.Una mujer dijo que sus premios no importaban mucho, solo los niños que fueron ayudados.Ella dijo que después de una escena de 10 minutos, donde explicaba todos sus premios.Jugando ""Humble Scientist"", ¿Somos?""Tengo ecuaciones bailando en mi cabeza"", dijo otro.No veo cómo nos explica nada.No ha cubierto efectos significativos de la ciencia en nuestra cultura.Las políticas de la ciencia apenas se tocaban. No es una mala película para niños de 10 a 14 años.Aparte de eso, sentí que era aburrido y imprevisto. 4/10",negative,negativo
